MONTH,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,IS_DELAYED,SCHED_DEP_HOUR,IS_WEEKEND,SEASON,ROUTE
12,7,AA,BOS,IAH,1709,22.7,2493,1,17,1,Invierno,BOS-IAH
10,7,AS,SFO,DEN,636,1.0,2694,0,6,1,Otono,SFO-DEN
10,1,DL,ORD,CLT,1834,-2.5,2693,0,18,0,Otono,ORD-CLT
3,7,AA,DFW,DEN,30,1.0,615,0,0,1,Primavera,DFW-DEN
12,1,DL,LAS,JFK,1523,23.9,1112,1,15,0,Invierno,LAS-JFK
7,5,AA,SFO,PHX,719,25.3,558,1,7,0,Verano,SFO-PHX
2,1,UA,ORD,IAH,539,-1.0,2626,0,5,0,Invierno,ORD-IAH
6,5,OO,SFO,MCO,818,12.5,2213,0,8,0,Verano,SFO-MCO
11,1,B6,ATL,IAH,652,6.3,459,0,6,0,Otono,ATL-IAH
1,3,UA,CLT,BOS,2116,3.3,923,0,21,0,Invierno,CLT-BOS
9,4,DL,IAH,DEN,231,-12.1,630,0,2,0,Otono,IAH-DEN
8,5,B6,LAX,MCO,2007,43.4,2695,1,20,0,Verano,LAX-MCO
11,7,WN,DEN,IAH,1421,-31.8,2071,0,14,1,Otono,DEN-IAH
6,3,UA,ORD,IAH,1932,25.2,1538,1,19,0,Verano,ORD-IAH
4,4,UA,MCO,SEA,1242,-6.3,2265,0,12,0,Primavera,MCO-SEA
2,5,AA,PHX,LAX,556,22.1,2381,1,5,0,Invierno,PHX-LAX
3,1,UA,CLT,JFK,842,19.1,1416,1,8,0,Primavera,CLT-JFK
10,6,UA,CLT,PHX,2049,27.6,1061,1,20,1,Otono,CLT-PHX
1,3,NK,ORD,MCO,2353,21.9,546,1,23,0,Invierno,ORD-MCO
10,7,B6,JFK,BOS,2125,-1.6,852,0,21,1,Otono,JFK-BOS
8,6,UA,CLT,JFK,222,15.3,1742,1,2,1,Verano,CLT-JFK
4,4,B6,ORD,MIA,838,-13.1,2609,0,8,0,Primavera,ORD-MIA
4,4,F9,ORD,PHX,1435,8.4,276,0,14,0,Primavera,ORD-PHX
1,7,AA,MIA,SEA,1359,4.9,640,0,13,1,Invierno,MIA-SEA
9,4,AS,SFO,CLT,2132,14.0,620,0,21,0,Otono,SFO-CLT
11,6,F9,LAS,JFK,247,2.8,2123,0,2,1,Otono,LAS-JFK
1,5,WN,SFO,ATL,33,-19.5,2117,0,0,0,Invierno,SFO-ATL
3,2,UA,SEA,DFW,2136,6.6,2625,0,21,0,Primavera,SEA-DFW
12,5,DL,PHX,ATL,1555,15.9,2287,1,15,0,Invierno,PHX-ATL
9,2,UA,DFW,IAH,2059,31.5,199,1,20,0,Otono,DFW-IAH
12,2,B6,SFO,ATL,652,13.8,838,0,6,0,Invierno,SFO-ATL
7,1,UA,DFW,DEN,1534,29.4,233,1,15,0,Verano,DFW-DEN
3,4,AS,LAX,SEA,1926,30.1,283,1,19,0,Primavera,LAX-SEA
5,5,UA,ATL,BOS,2112,19.8,1183,1,21,0,Primavera,ATL-BOS
9,3,DL,JFK,CLT,824,-13.0,1773,0,8,0,Otono,JFK-CLT
1,1,B6,DEN,LAX,135,-13.8,358,0,1,0,Invierno,DEN-LAX
4,1,UA,SFO,LAS,2328,16.7,274,1,23,0,Primavera,SFO-LAS
8,1,WN,MIA,SEA,1306,4.3,1682,0,13,0,Verano,MIA-SEA
11,5,NK,DFW,LAS,1220,1.0,1430,0,12,0,Otono,DFW-LAS
4,3,UA,IAH,DFW,1159,-1.5,1634,0,11,0,Primavera,IAH-DFW
10,6,AS,MIA,IAH,334,1.3,1844,0,3,1,Otono,MIA-IAH
10,5,AS,ORD,IAH,1104,1.4,558,0,11,0,Otono,ORD-IAH
3,5,HA,SEA,DFW,1813,-0.1,1230,0,18,0,Primavera,SEA-DFW
3,3,AA,ATL,LAS,2039,33.9,484,1,20,0,Primavera,ATL-LAS
5,4,AS,MCO,ORD,625,-19.5,1740,0,6,0,Primavera,MCO-ORD
8,2,UA,ATL,LAS,301,38.3,964,1,3,0,Verano,ATL-LAS
4,3,WN,LAS,JFK,1730,-2.3,2317,0,17,0,Primavera,LAS-JFK
2,3,B6,LAX,ORD,2319,13.2,202,0,23,0,Invierno,LAX-ORD
11,6,NK,BOS,JFK,2204,27.6,1456,1,22,1,Otono,BOS-JFK
1,6,AS,LAX,MCO,28,-4.9,2279,0,0,1,Invierno,LAX-MCO
6,3,OO,DFW,LAS,911,13.8,2101,0,9,0,Verano,DFW-LAS
2,2,UA,JFK,ATL,746,3.1,731,0,7,0,Invierno,JFK-ATL
8,6,UA,MCO,SFO,212,6.2,1086,0,2,1,Verano,MCO-SFO
6,6,WN,ORD,MIA,826,0.4,419,0,8,1,Verano,ORD-MIA
5,5,UA,DFW,SFO,919,-10.6,1149,0,9,0,Primavera,DFW-SFO
7,4,F9,PHX,LAS,945,6.2,1120,0,9,0,Verano,PHX-LAS
12,6,AA,IAH,PHX,507,24.1,398,1,5,1,Invierno,IAH-PHX
10,1,WN,MIA,IAH,1414,-14.7,735,0,14,0,Otono,MIA-IAH
11,6,HA,BOS,IAH,1722,39.5,1968,1,17,1,Otono,BOS-IAH
12,6,UA,LAX,MIA,2331,20.1,810,1,23,1,Invierno,LAX-MIA
2,6,OO,LAX,JFK,1333,-0.5,1537,0,13,1,Invierno,LAX-JFK
1,2,DL,PHX,IAH,1026,-2.1,1580,0,10,0,Invierno,PHX-IAH
12,6,AA,ATL,LAX,1831,21.6,1283,1,18,1,Invierno,ATL-LAX
12,7,B6,SEA,ORD,1531,49.0,1897,1,15,1,Invierno,SEA-ORD
12,6,DL,BOS,MCO,2251,7.1,2615,0,22,1,Invierno,BOS-MCO
5,3,UA,MIA,LAS,2356,28.4,2277,1,23,0,Primavera,MIA-LAS
1,3,DL,DEN,SEA,1741,25.3,1444,1,17,0,Invierno,DEN-SEA
4,1,UA,JFK,DEN,354,3.7,1356,0,3,0,Primavera,JFK-DEN
1,1,UA,CLT,SFO,1102,3.0,1684,0,11,0,Invierno,CLT-SFO
3,2,AS,DFW,SFO,56,10.8,817,0,0,0,Primavera,DFW-SFO
6,5,HA,PHX,ATL,354,9.4,1322,0,3,0,Verano,PHX-ATL
2,4,WN,DFW,ORD,47,5.4,590,0,0,0,Invierno,DFW-ORD
10,4,DL,MIA,LAS,1214,2.2,2475,0,12,0,Otono,MIA-LAS
2,2,DL,JFK,LAX,1805,15.6,552,1,18,0,Invierno,JFK-LAX
7,7,B6,ORD,ATL,554,22.8,2318,1,5,1,Verano,ORD-ATL
12,3,NK,SEA,SFO,1229,24.0,2247,1,12,0,Invierno,SEA-SFO
12,7,WN,PHX,LAX,531,-7.0,1048,0,5,1,Invierno,PHX-LAX
10,1,AA,DFW,SEA,1507,16.3,2101,1,15,0,Otono,DFW-SEA
11,6,AA,SFO,SEA,25,26.2,714,1,0,1,Otono,SFO-SEA
1,4,UA,LAX,CLT,1143,-13.5,1523,0,11,0,Invierno,LAX-CLT
6,3,AA,MCO,LAX,605,36.4,374,1,6,0,Verano,MCO-LAX
12,4,UA,SEA,MCO,1039,49.5,1785,1,10,0,Invierno,SEA-MCO
1,4,UA,JFK,IAH,649,5.4,1436,0,6,0,Invierno,JFK-IAH
1,6,AA,ATL,ORD,723,32.9,1165,1,7,1,Invierno,ATL-ORD
11,5,UA,MIA,SFO,2217,21.7,234,1,22,0,Otono,MIA-SFO
6,6,NK,JFK,ATL,142,25.8,1431,1,1,1,Verano,JFK-ATL
11,7,AA,ATL,MCO,1655,5.0,2134,0,16,1,Otono,ATL-MCO
3,4,UA,DFW,IAH,934,1.6,1204,0,9,0,Primavera,DFW-IAH
6,3,AA,ATL,MIA,1149,16.0,1875,1,11,0,Verano,ATL-MIA
1,6,HA,ORD,MIA,15,20.9,2426,1,0,1,Invierno,ORD-MIA
9,1,AA,ORD,DFW,1358,22.3,2026,1,13,0,Otono,ORD-DFW
8,7,B6,SFO,JFK,1901,25.9,260,1,19,1,Verano,SFO-JFK
12,6,HA,MCO,IAH,444,20.1,1791,1,4,1,Invierno,MCO-IAH
11,3,F9,ATL,IAH,437,-2.1,475,0,4,0,Otono,ATL-IAH
9,6,UA,MIA,SEA,1343,-4.1,453,0,13,1,Otono,MIA-SEA
8,7,HA,ORD,JFK,1444,-0.1,1719,0,14,1,Verano,ORD-JFK
5,2,WN,IAH,CLT,1651,10.6,636,0,16,0,Primavera,IAH-CLT
7,5,AS,DEN,BOS,113,12.2,594,0,1,0,Verano,DEN-BOS
3,1,HA,IAH,MIA,1049,11.8,2253,0,10,0,Primavera,IAH-MIA
6,1,DL,LAX,BOS,1157,0.1,2392,0,11,0,Verano,LAX-BOS
3,6,UA,DFW,IAH,149,-17.3,1468,0,1,1,Primavera,DFW-IAH
12,4,UA,DEN,PHX,2034,31.3,1906,1,20,0,Invierno,DEN-PHX
5,2,NK,BOS,SFO,228,12.1,2385,0,2,0,Primavera,BOS-SFO
10,1,UA,DEN,PHX,12,16.6,1193,1,0,0,Otono,DEN-PHX
4,1,F9,BOS,ATL,831,-6.6,1278,0,8,0,Primavera,BOS-ATL
1,6,DL,BOS,DEN,511,-1.2,1000,0,5,1,Invierno,BOS-DEN
1,6,UA,SEA,MIA,2319,5.0,1115,0,23,1,Invierno,SEA-MIA
3,4,B6,IAH,BOS,1157,-9.5,1050,0,11,0,Primavera,IAH-BOS
4,5,OO,IAH,ORD,538,-6.6,1271,0,5,0,Primavera,IAH-ORD
1,7,AS,ATL,LAS,429,12.8,784,0,4,1,Invierno,ATL-LAS
5,7,B6,SEA,DFW,642,-10.4,2517,0,6,1,Primavera,SEA-DFW
1,1,OO,IAH,DEN,342,0.4,1786,0,3,0,Invierno,IAH-DEN
12,5,AS,DFW,JFK,845,-1.3,2195,0,8,0,Invierno,DFW-JFK
10,1,DL,LAX,ORD,1211,7.5,2132,0,12,0,Otono,LAX-ORD
8,3,F9,JFK,MIA,201,21.0,2306,1,2,0,Verano,JFK-MIA
1,2,B6,MIA,SEA,39,-2.2,923,0,0,0,Invierno,MIA-SEA
10,6,DL,SFO,IAH,1629,27.9,198,1,16,1,Otono,SFO-IAH
10,1,UA,ORD,MIA,628,25.2,2305,1,6,0,Otono,ORD-MIA
6,2,UA,BOS,ORD,1247,6.5,2149,0,12,0,Verano,BOS-ORD
6,1,HA,BOS,IAH,1539,6.0,1995,0,15,0,Verano,BOS-IAH
3,1,AS,ATL,MIA,2201,32.4,1659,1,22,0,Primavera,ATL-MIA
1,3,DL,LAX,ORD,431,-19.8,2044,0,4,0,Invierno,LAX-ORD
10,6,F9,ATL,MCO,2052,14.5,1913,0,20,1,Otono,ATL-MCO
8,4,HA,SEA,IAH,2125,20.1,268,1,21,0,Verano,SEA-IAH
12,5,AS,JFK,ORD,752,44.0,1820,1,7,0,Invierno,JFK-ORD
7,6,NK,PHX,DEN,506,9.9,1007,0,5,1,Verano,PHX-DEN
3,7,DL,CLT,PHX,1124,23.5,1312,1,11,1,Primavera,CLT-PHX
1,6,UA,MCO,PHX,2259,-9.3,593,0,22,1,Invierno,MCO-PHX
11,5,AA,PHX,SFO,731,23.3,612,1,7,0,Otono,PHX-SFO
1,1,B6,CLT,MIA,603,4.8,410,0,6,0,Invierno,CLT-MIA
12,1,UA,DFW,DEN,207,-4.7,211,0,2,0,Invierno,DFW-DEN
11,1,AS,LAX,IAH,1319,-0.8,185,0,13,0,Otono,LAX-IAH
2,1,DL,LAX,ATL,1023,9.6,1972,0,10,0,Invierno,LAX-ATL
4,2,OO,IAH,ATL,1815,12.9,1170,0,18,0,Primavera,IAH-ATL
8,2,UA,MCO,LAS,551,-19.6,2239,0,5,0,Verano,MCO-LAS
9,4,OO,ORD,MCO,141,29.0,533,1,1,0,Otono,ORD-MCO
4,3,B6,MCO,MIA,2314,24.9,244,1,23,0,Primavera,MCO-MIA
2,4,AA,SEA,DFW,2140,36.8,1946,1,21,0,Invierno,SEA-DFW
4,3,AA,CLT,SEA,2255,26.3,2374,1,22,0,Primavera,CLT-SEA
7,4,UA,DFW,ORD,417,12.2,2305,0,4,0,Verano,DFW-ORD
2,3,F9,SEA,MCO,456,10.0,787,0,4,0,Invierno,SEA-MCO
9,6,NK,DEN,LAX,2054,21.9,1734,1,20,1,Otono,DEN-LAX
1,6,UA,LAS,PHX,1235,-14.8,2024,0,12,1,Invierno,LAS-PHX
9,2,AA,ORD,BOS,46,22.8,1557,1,0,0,Otono,ORD-BOS
9,7,UA,DEN,JFK,1205,-14.6,1747,0,12,1,Otono,DEN-JFK
3,2,UA,DEN,JFK,416,1.5,1607,0,4,0,Primavera,DEN-JFK
5,2,AS,IAH,LAS,648,32.7,2439,1,6,0,Primavera,IAH-LAS
5,4,UA,IAH,LAS,926,1.3,1708,0,9,0,Primavera,IAH-LAS
5,5,AS,ORD,MIA,116,8.0,712,0,1,0,Primavera,ORD-MIA
11,5,AS,SFO,LAX,1046,12.9,2186,0,10,0,Otono,SFO-LAX
9,6,UA,ATL,PHX,2028,3.1,2589,0,20,1,Otono,ATL-PHX
9,4,F9,LAS,PHX,1602,-3.3,2136,0,16,0,Otono,LAS-PHX
12,4,HA,PHX,BOS,1920,48.9,1690,1,19,0,Invierno,PHX-BOS
10,1,WN,JFK,ATL,318,-6.6,659,0,3,0,Otono,JFK-ATL
4,4,DL,MCO,MIA,936,-8.8,1289,0,9,0,Primavera,MCO-MIA
1,1,DL,MCO,MIA,1508,26.4,827,1,15,0,Invierno,MCO-MIA
2,4,DL,DFW,JFK,743,2.5,744,0,7,0,Invierno,DFW-JFK
7,6,OO,CLT,MIA,2137,32.7,1473,1,21,1,Verano,CLT-MIA
5,1,NK,BOS,MIA,1057,-5.8,543,0,10,0,Primavera,BOS-MIA
9,1,UA,LAS,SFO,318,-2.3,1463,0,3,0,Otono,LAS-SFO
3,2,UA,SFO,JFK,451,1.1,939,0,4,0,Primavera,SFO-JFK
1,1,AA,PHX,JFK,1946,18.4,2200,1,19,0,Invierno,PHX-JFK
3,3,NK,IAH,LAS,518,15.6,861,1,5,0,Primavera,IAH-LAS
2,3,AS,JFK,PHX,31,11.8,755,0,0,0,Invierno,JFK-PHX
2,6,UA,JFK,DEN,106,-11.3,1924,0,1,1,Invierno,JFK-DEN
1,5,UA,LAS,ORD,2049,7.2,179,0,20,0,Invierno,LAS-ORD
3,7,UA,JFK,MIA,1716,12.5,2631,0,17,1,Primavera,JFK-MIA
1,4,UA,CLT,JFK,2130,2.4,993,0,21,0,Invierno,CLT-JFK
1,6,UA,MCO,LAX,923,-10.4,2621,0,9,1,Invierno,MCO-LAX
1,2,AS,DFW,MIA,2338,32.0,313,1,23,0,Invierno,DFW-MIA
12,3,AS,SEA,ATL,1329,45.5,397,1,13,0,Invierno,SEA-ATL
11,1,WN,MIA,CLT,1018,-23.8,2083,0,10,0,Otono,MIA-CLT
7,1,WN,ATL,IAH,141,-17.1,1545,0,1,0,Verano,ATL-IAH
8,4,HA,DFW,LAS,307,21.8,1241,1,3,0,Verano,DFW-LAS
1,7,UA,SEA,JFK,1319,-25.2,1606,0,13,1,Invierno,SEA-JFK
7,2,UA,BOS,LAX,1457,27.5,2524,1,14,0,Verano,BOS-LAX
3,4,HA,PHX,DEN,29,6.6,2112,0,0,0,Primavera,PHX-DEN
6,4,OO,MIA,ORD,1652,40.0,1679,1,16,0,Verano,MIA-ORD
1,3,AS,SEA,LAX,1024,8.6,1772,0,10,0,Invierno,SEA-LAX
7,6,OO,DFW,BOS,2115,39.7,1910,1,21,1,Verano,DFW-BOS
7,6,OO,IAH,PHX,324,30.2,1330,1,3,1,Verano,IAH-PHX
7,6,HA,SFO,IAH,759,26.6,2462,1,7,1,Verano,SFO-IAH
8,1,AA,LAX,JFK,535,14.6,265,0,5,0,Verano,LAX-JFK
2,2,F9,LAS,JFK,2006,13.8,2183,0,20,0,Invierno,LAS-JFK
9,6,DL,MCO,ORD,50,4.1,2083,0,0,1,Otono,MCO-ORD
12,1,AA,IAH,DEN,1111,28.4,424,1,11,0,Invierno,IAH-DEN
11,2,WN,LAX,DFW,2113,-0.6,1676,0,21,0,Otono,LAX-DFW
3,6,OO,MIA,DEN,1116,18.7,504,1,11,1,Primavera,MIA-DEN
7,2,UA,DEN,LAS,2202,22.4,1568,1,22,0,Verano,DEN-LAS
7,5,UA,SEA,ORD,528,7.8,1942,0,5,0,Verano,SEA-ORD
12,4,AA,LAX,BOS,1852,9.5,1438,0,18,0,Invierno,LAX-BOS
2,4,AA,LAS,JFK,1851,51.3,426,1,18,0,Invierno,LAS-JFK
8,6,UA,JFK,BOS,1512,25.2,1082,1,15,1,Verano,JFK-BOS
11,3,B6,DFW,SEA,2204,17.8,598,1,22,0,Otono,DFW-SEA
5,2,DL,ATL,IAH,1105,4.8,1453,0,11,0,Primavera,ATL-IAH
11,3,HA,SFO,DFW,700,-21.6,2496,0,7,0,Otono,SFO-DFW
12,3,DL,ORD,DEN,1429,-21.5,468,0,14,0,Invierno,ORD-DEN
2,1,B6,CLT,LAX,754,21.8,1763,1,7,0,Invierno,CLT-LAX
8,7,AA,CLT,MIA,444,15.0,374,0,4,1,Verano,CLT-MIA
7,2,AS,BOS,SEA,930,39.5,1142,1,9,0,Verano,BOS-SEA
7,2,UA,DEN,LAX,1357,45.3,2369,1,13,0,Verano,DEN-LAX
8,3,NK,JFK,DEN,336,15.7,2267,1,3,0,Verano,JFK-DEN
9,3,DL,IAH,ATL,1558,3.3,385,0,15,0,Otono,IAH-ATL
3,2,F9,BOS,MCO,1015,0.8,2455,0,10,0,Primavera,BOS-MCO
9,6,F9,LAX,ORD,1002,4.4,1989,0,10,1,Otono,LAX-ORD
9,3,UA,ATL,JFK,1011,7.6,787,0,10,0,Otono,ATL-JFK
3,1,AA,ATL,ORD,739,24.9,799,1,7,0,Primavera,ATL-ORD
8,6,UA,LAX,JFK,641,33.6,1921,1,6,1,Verano,LAX-JFK
6,4,F9,SFO,ATL,835,-0.4,1492,0,8,0,Verano,SFO-ATL
9,3,B6,MIA,BOS,604,-6.3,799,0,6,0,Otono,MIA-BOS
7,2,B6,SFO,MCO,1840,29.9,1698,1,18,0,Verano,SFO-MCO
11,3,DL,BOS,SFO,2320,11.5,1141,0,23,0,Otono,BOS-SFO
9,2,AA,IAH,LAS,1334,11.5,2696,0,13,0,Otono,IAH-LAS
9,7,UA,SFO,BOS,2319,20.0,551,1,23,1,Otono,SFO-BOS
1,6,B6,LAX,SFO,1131,4.2,1903,0,11,1,Invierno,LAX-SFO
11,1,UA,BOS,MCO,2110,-0.3,1377,0,21,0,Otono,BOS-MCO
10,1,DL,MCO,IAH,330,-16.8,254,0,3,0,Otono,MCO-IAH
5,4,NK,MCO,LAS,2102,9.8,2025,0,21,0,Primavera,MCO-LAS
7,1,DL,ATL,DFW,600,-4.3,1251,0,6,0,Verano,ATL-DFW
11,1,HA,DFW,JFK,1434,2.7,449,0,14,0,Otono,DFW-JFK
11,7,DL,DFW,JFK,255,-14.4,1725,0,2,1,Otono,DFW-JFK
10,4,AA,DFW,DEN,427,6.8,1711,0,4,0,Otono,DFW-DEN
12,3,UA,SEA,ATL,956,16.3,2326,1,9,0,Invierno,SEA-ATL
4,7,DL,MCO,IAH,2315,16.9,2205,1,23,1,Primavera,MCO-IAH
9,4,AA,BOS,JFK,2217,20.9,1889,1,22,0,Otono,BOS-JFK
11,4,AS,MCO,DFW,1617,40.3,2042,1,16,0,Otono,MCO-DFW
9,2,B6,MIA,DEN,637,-3.3,318,0,6,0,Otono,MIA-DEN
4,7,AA,JFK,MIA,149,-3.6,1969,0,1,1,Primavera,JFK-MIA
9,3,DL,DFW,ATL,1115,2.7,626,0,11,0,Otono,DFW-ATL
7,4,UA,ATL,PHX,833,9.9,563,0,8,0,Verano,ATL-PHX
1,2,NK,ORD,ATL,1931,28.2,2643,1,19,0,Invierno,ORD-ATL
2,1,DL,ORD,ATL,1955,3.7,215,0,19,0,Invierno,ORD-ATL
1,5,UA,CLT,PHX,1211,1.8,2532,0,12,0,Invierno,CLT-PHX
11,4,OO,DEN,SEA,1554,30.9,590,1,15,0,Otono,DEN-SEA
12,5,UA,MIA,MCO,2342,22.0,2169,1,23,0,Invierno,MIA-MCO
3,1,UA,ORD,DFW,12,34.4,2564,1,0,0,Primavera,ORD-DFW
3,3,UA,LAS,CLT,416,12.9,338,0,4,0,Primavera,LAS-CLT
12,2,OO,PHX,ATL,442,21.1,572,1,4,0,Invierno,PHX-ATL
7,4,UA,SFO,DFW,511,-8.2,1588,0,5,0,Verano,SFO-DFW
9,7,UA,SFO,LAX,1610,-5.4,1501,0,16,1,Otono,SFO-LAX
9,3,AS,LAS,BOS,1358,-5.4,1420,0,13,0,Otono,LAS-BOS
12,7,AS,ATL,PHX,720,19.2,1253,1,7,1,Invierno,ATL-PHX
6,5,DL,IAH,ORD,1641,16.3,174,1,16,0,Verano,IAH-ORD
10,7,UA,JFK,IAH,1138,-2.2,2218,0,11,1,Otono,JFK-IAH
9,7,AA,MCO,LAS,1441,15.5,1826,1,14,1,Otono,MCO-LAS
6,6,UA,LAS,IAH,1357,9.8,1559,0,13,1,Verano,LAS-IAH
4,6,AA,PHX,JFK,841,30.9,606,1,8,1,Primavera,PHX-JFK
6,4,AS,ORD,SFO,2156,30.8,1903,1,21,0,Verano,ORD-SFO
9,1,AA,SEA,MCO,429,31.6,903,1,4,0,Otono,SEA-MCO
9,5,HA,DFW,BOS,507,16.6,1183,1,5,0,Otono,DFW-BOS
7,7,WN,PHX,ATL,107,-6.7,767,0,1,1,Verano,PHX-ATL
8,4,NK,IAH,MIA,1036,24.1,2500,1,10,0,Verano,IAH-MIA
3,4,AS,BOS,ORD,918,9.9,2405,0,9,0,Primavera,BOS-ORD
4,1,UA,ATL,SFO,223,-3.9,1639,0,2,0,Primavera,ATL-SFO
7,7,AS,CLT,LAS,1049,11.9,650,0,10,1,Verano,CLT-LAS
1,2,DL,MCO,DFW,417,-16.0,1827,0,4,0,Invierno,MCO-DFW
11,2,AA,ORD,DEN,320,-0.1,781,0,3,0,Otono,ORD-DEN
5,3,UA,ORD,MIA,1542,6.3,2534,0,15,0,Primavera,ORD-MIA
2,7,UA,ATL,SFO,1110,31.0,570,1,11,1,Invierno,ATL-SFO
2,2,B6,DFW,LAX,227,-14.0,2208,0,2,0,Invierno,DFW-LAX
10,6,AA,ATL,ORD,1842,25.0,1805,1,18,1,Otono,ATL-ORD
9,7,NK,DFW,CLT,2332,50.5,644,1,23,1,Otono,DFW-CLT
1,2,AA,DFW,ATL,150,8.4,642,0,1,0,Invierno,DFW-ATL
12,2,AA,ORD,LAS,36,35.2,1560,1,0,0,Invierno,ORD-LAS
4,5,HA,LAX,ORD,1626,-2.6,1420,0,16,0,Primavera,LAX-ORD
7,4,AS,IAH,BOS,539,8.7,2313,0,5,0,Verano,IAH-BOS
11,2,NK,SEA,ORD,323,22.2,375,1,3,0,Otono,SEA-ORD
2,7,DL,SFO,LAX,321,-1.2,2391,0,3,1,Invierno,SFO-LAX
3,2,OO,LAX,CLT,1851,20.9,336,1,18,0,Primavera,LAX-CLT
5,1,B6,DFW,PHX,1242,-8.2,1687,0,12,0,Primavera,DFW-PHX
1,3,F9,BOS,CLT,1623,27.4,981,1,16,0,Invierno,BOS-CLT
8,1,UA,ATL,MIA,46,18.5,792,1,0,0,Verano,ATL-MIA
6,7,OO,DEN,SFO,1635,19.6,1564,1,16,1,Verano,DEN-SFO
1,6,OO,BOS,JFK,1648,4.1,1906,0,16,1,Invierno,BOS-JFK
4,1,AA,SEA,LAS,600,5.0,2402,0,6,0,Primavera,SEA-LAS
9,4,NK,SFO,JFK,1346,4.6,482,0,13,0,Otono,SFO-JFK
8,4,UA,ATL,DFW,105,19.3,1791,1,1,0,Verano,ATL-DFW
8,6,NK,BOS,LAS,1218,27.1,933,1,12,1,Verano,BOS-LAS
12,4,NK,LAX,CLT,526,12.3,1869,0,5,0,Invierno,LAX-CLT
2,3,UA,SFO,ORD,139,-8.7,1779,0,1,0,Invierno,SFO-ORD
2,2,HA,PHX,LAX,2155,12.7,1696,0,21,0,Invierno,PHX-LAX
4,4,OO,CLT,IAH,606,22.5,215,1,6,0,Primavera,CLT-IAH
6,4,HA,JFK,SFO,1958,28.6,1385,1,19,0,Verano,JFK-SFO
10,1,AA,SFO,DFW,1418,9.7,2567,0,14,0,Otono,SFO-DFW
4,6,B6,CLT,JFK,337,5.1,1096,0,3,1,Primavera,CLT-JFK
6,2,DL,JFK,LAS,644,-25.1,1253,0,6,0,Verano,JFK-LAS
12,6,UA,JFK,ATL,240,14.9,532,0,2,1,Invierno,JFK-ATL
2,2,AA,DEN,MIA,1347,-5.7,1973,0,13,0,Invierno,DEN-MIA
4,5,HA,MIA,SEA,2021,23.9,2452,1,20,0,Primavera,MIA-SEA
1,5,WN,MIA,ORD,2241,26.7,1065,1,22,0,Invierno,MIA-ORD
3,2,OO,CLT,MCO,1154,8.6,1616,0,11,0,Primavera,CLT-MCO
5,6,B6,MCO,PHX,823,13.8,2240,0,8,1,Primavera,MCO-PHX
8,7,AA,JFK,SEA,230,28.0,666,1,2,1,Verano,JFK-SEA
8,6,WN,SEA,MCO,1924,25.8,2156,1,19,1,Verano,SEA-MCO
10,5,WN,DEN,CLT,727,-7.2,1959,0,7,0,Otono,DEN-CLT
2,2,UA,MCO,PHX,956,2.1,2376,0,9,0,Invierno,MCO-PHX
11,3,UA,ATL,MCO,746,-17.6,1582,0,7,0,Otono,ATL-MCO
6,3,AA,SEA,ORD,842,14.8,795,0,8,0,Verano,SEA-ORD
12,4,DL,LAX,PHX,714,-1.5,2441,0,7,0,Invierno,LAX-PHX
11,2,AS,DFW,PHX,1711,3.0,1961,0,17,0,Otono,DFW-PHX
6,2,AS,JFK,MIA,1930,51.1,942,1,19,0,Verano,JFK-MIA
5,4,B6,DFW,CLT,630,-17.2,1372,0,6,0,Primavera,DFW-CLT
1,6,F9,MIA,IAH,0,-4.4,1061,0,0,1,Invierno,MIA-IAH
3,1,B6,ORD,DEN,1932,30.7,1580,1,19,0,Primavera,ORD-DEN
10,6,B6,PHX,IAH,225,16.2,2139,1,2,1,Otono,PHX-IAH
1,2,UA,DEN,ATL,718,-12.5,1575,0,7,0,Invierno,DEN-ATL
2,7,NK,BOS,MIA,1306,-9.1,2579,0,13,1,Invierno,BOS-MIA
4,3,AA,SEA,JFK,1920,30.3,2459,1,19,0,Primavera,SEA-JFK
7,1,NK,SFO,LAX,1653,34.4,1082,1,16,0,Verano,SFO-LAX
1,1,WN,DEN,ATL,822,-13.0,1598,0,8,0,Invierno,DEN-ATL
10,4,HA,IAH,LAX,1941,17.1,922,1,19,0,Otono,IAH-LAX
4,6,AS,ATL,IAH,1514,11.2,677,0,15,1,Primavera,ATL-IAH
5,7,AS,DFW,LAS,516,18.1,2545,1,5,1,Primavera,DFW-LAS
10,5,UA,JFK,ORD,2343,25.0,2431,1,23,0,Otono,JFK-ORD
11,1,AA,LAS,DFW,417,4.9,2295,0,4,0,Otono,LAS-DFW
4,7,HA,ORD,PHX,1721,3.4,2253,0,17,1,Primavera,ORD-PHX
10,5,F9,IAH,SFO,816,-11.1,1555,0,8,0,Otono,IAH-SFO
6,2,F9,BOS,MIA,47,8.9,698,0,0,0,Verano,BOS-MIA
5,1,UA,CLT,LAX,419,14.1,754,0,4,0,Primavera,CLT-LAX
1,5,UA,MCO,SEA,529,12.8,321,0,5,0,Invierno,MCO-SEA
8,7,UA,DEN,LAS,325,-8.2,909,0,3,1,Verano,DEN-LAS
1,6,OO,DFW,ORD,1015,-9.3,903,0,10,1,Invierno,DFW-ORD
